Jurisdiction,AbbreviatedDistrict,Full District Name,Type of Zoning District ,Is it an Overlay District?,1-Family,2-Family,3-Family,4+-Family,1-Family Min. Lot (ACRES),2-Family Min. Lot (ACRES),3-Family Min. Lot (ACRES),4+-Family Min. Lot (ACRES)
Norwalk,A,A Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.28,,,
Norwalk,AA,AA Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.5,,,
Norwalk,AAA,AAA Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Norwalk,B,B Residence,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.14,3,3,3
Norwalk,BZ-1,Business 1,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Norwalk,BZ-2,Business 2,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Norwalk,C,C Residence,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.11,0.14,3,3
Norwalk,Central Business,Central Business,Mixed with Residential,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Norwalk,D,D Residence,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Special Permit,0.11,0.14,0.17,".17 + .04/unit over 5 units, or if over 6 units, .28 + .04/unit over 8 units "
Norwalk,EO,Executive Office,Mixed with Residential,No,Prohibited,Special Permit,Special Permit,Special Permit,,,,
Norwalk,EVD,East Avenue Village,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,0.11,0.14,0.17,".17 + .04/unit over 5 units, or if over 6 units, .28 + .04/unit over 8 units "
Norwalk,GHVD,Golden Hill Village,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Norwalk,HZ,Hospital,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Norwalk,I1,Industrial No. 1,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Special Permit,Special Permit,,,,
Norwalk,IC,Island Conservation,Primarily Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,2,,,
Norwalk,LI2,Light Industrial No. 2,Mixed with Residential,No,Prohibited,Prohibited,Prohibited,Special Permit,,,,".46 + .11/unit over 4 units, or if affordable .04/unit "
Norwalk,MC,Marine Commercial,Mixed with Residential,No,Prohibited,Special Permit,Special Permit,Special Permit,,,,
Norwalk,NB,Neighborhood Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Special Permit,,,,
Norwalk,RD,Research & Development,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Norwalk,Reed-Putnam Design,Reed-Putnam Design,Mixed with Residential,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Norwalk,RI,Restricted Industrial,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,3,3
Norwalk,RVD,Rowayton Avenue Village,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.14,0.17,".17 + .04/unit over 5 units, or if over 6 units, .28 + .04/unit over 8 units "
Norwalk,SNBD,South Norwalk Business,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.11,0.14,0.17,".17 + .04/unit over 5 units, or if over 6 units, .28 + .04/unit over 8 units "
Norwalk,SSDD,SoNo Station Design,Mixed with Residential,No,Prohibited,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Norwalk,SVD,Silvermine Tavern Village,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,,,,
Norwalk,WSDD,Washington Street Design,Mixed with Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Norwich,ABOD,Agriculture Business Overlay,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Norwich,BP,Business Park,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,0.92,,0.92,0.92
Norwich,CC,Chelsea Central,Mixed with Residential,No,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,
Norwich,Coastal Area Management,Coastal Area Management,Mixed with Residential,Yes,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Norwich,GC,General Commercial,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,0,,
Norwich,IHOD,Incentive Housing Overlay,Mixed with Residential,Yes,Prohibited,Prohibited,Allowed/Conditional,Allowed/Conditional,,,,
Norwich,MF,Multifamily,Primarily Residential,No,Allowed/Conditional,Prohibited,Allowed/Conditional,Allowed/Conditional,0.23,,1,
Norwich,NC,Neighborhood Commercial,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,0.23,0.23,0.23
Norwich,PC,Planned Commercial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Norwich,PDD,Planned Development Design,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Norwich,PMR,Production Manufacturing & Research,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Norwich,R-20,Residence R-20,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,,,
Norwich,R-40,Residence R-40,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,,,
Norwich,R-80,Residence R-80,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.83,,,
Norwich,ROS,Recreation Open Space,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Norwich,WD,Waterfront Development,Mixed with Residential,No,Prohibited,Prohibited,Special Permit,Special Permit,,,,
Old Lyme,C-10,Commerical C-10,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Old Lyme,C-30,Commercial C-30,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Old Lyme,C-30S,Commerical C-30S,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Old Lyme,LI-80,Light Industry LI-80,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Old Lyme,MFR-20,Multifamily Residence MFR-20,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,,,,
Old Lyme,MFR-40,Multifamily Residence MFR-40,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.23,,,
Old Lyme,MFR-80,Multifamily Residence MFR-80,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.46,,,
Old Lyme,R-10,Residence R-10,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.23,,,
Old Lyme,R-15,Residence R-15,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.34,,,
Old Lyme,R-20,Residence R-20,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,,,
Old Lyme,RU-40,Rural Residence RU-40,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.69,,,
Old Lyme,RU-80,Rural Residence RU-80,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.69,,,
Old Lyme,SVVD,Sound View Village,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,,,,
Old Lyme,WF-20,Waterfront Business,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Old Saybrook,A,Residence A,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.46,,,
Old Saybrook,AA-1,Residence AA-1,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,"0.918 (served by public water supply), 1.377 (not served by public water supplly)",,,
Old Saybrook,AA-2,Residence AA-2,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,0.46,,,
Old Saybrook,AA-3,Residence AA-3,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,2,,,
Old Saybrook,AAA,Residence AAA,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,"0.918 (supplied by public water), 1.377 (not supplied by public water)",,,
Old Saybrook,APA,Aquifer Protection Area,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Old Saybrook,B,Residence B,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,0.29,,,
Old Saybrook,B-1,Central Business B-1,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Old Saybrook,B-2,Shopping Center Business B-2,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Old Saybrook,B-3,Restricted Business B-3,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.29,,,
Old Saybrook,B-4,Gateway Business B-4,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Old Saybrook,C,Conservation C,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1.34,,,
Old Saybrook,I,Industrial I,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Old Saybrook,IH,Incentive Housing IH,Primarily Residential,Yes,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Old Saybrook,MI,Marine Industrial MI,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,,,
Old Saybrook,PRD,Planned Residential Development PRD,Mixed with Residential,Yes,Overlay,Overlay,Overlay,Overlay,,,,
Old Saybrook,SP-1,Saybrook Point SP-1,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Old Saybrook,SP-2,Saybrook Point SP-2,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Old Saybrook,SP-3,Saybrook Point SP-3,Mixed with Residential,No,Allowed/Conditional,Special Permit,Prohibited,Prohibited,1.6,,,
Old Saybrook ,FEN,Residential A ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,,,
Orange,BOP,Business Office Park,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Orange,C-1,Commerical C-1,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Orange,C-2,Commercial C-2,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Orange,LI-1,Light Industrial 1,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Orange,LI-2,Light Industrial 2,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Orange,LI-3,Light Industrial 3,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Orange,LI-4,Light Industrial 4,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Orange,LI-5,Light Industrial 5,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Orange,LSC,Local Shopping Center LSC,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Orange,OP,Office Park,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Orange,Residential,Residential,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Prohibited,Prohibited,1.38,".92 if  sewer/water, 1.38 well ",,
Orange,SLD,Senior Living,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,,,,
Oxford,C,Commercial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Oxford,CBP,Corporate Business Park,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Oxford,I,Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Oxford,OCD,Oxford Center,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,,,,
Oxford,OPD,Route 67 Office Professional,Mixed with Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,1.5,2,2,2
Oxford,R-A,Residence A,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,2,2,2,2
Oxford,R-CGD,Residential Golf Community,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.23,,,
Plainfield,C-1,Commercial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plainfield,HC,Floodplain,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plainfield,IND-1,Highway Commercial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plainfield,IND-2,Industrial 1,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plainfield,IP,Industrial 2,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plainfield,RA-19,Industrial Park,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.44,1,1.5,2
Plainfield,RA-30,Residence A-19,Primarily Residential,No,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,Allowed/Conditional,0.69,1.5,2.25,"3, or 2 acres for garden apartments with 4 families"
Plainfield,RA-40,Residence A-30,Primarily Residential,No,Allowed/Conditional,Prohibited,Special Permit,Special Permit,0.92,,,
Plainfield,RA-60,Residence A-40,Primarily Residential,No,Allowed/Conditional,Prohibited,Special Permit,Special Permit,1.34,,,
Plainville,CC,Residence A-60,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Plainville,FP,Central Comerical,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plainville,GC,General Commercial,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,,,,
Plainville,GI,General Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plainville,QI,Quarry Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plainville,R,R Multifamily/Single Family Residence,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.2,,,
Plainville,R-10,R-10 Multifamily/Single Family Residence,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.23,,,
Plainville,R-11,R-11 Multifamily/Single Family Residence,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.25,,,
Plainville,R-12,R-12 Multifamily/Single Family Residence,Primarily Residential,No,Allowed/Conditional,Special Permit,Special Permit,Special Permit,0.28,,,
Plainville,R-15,R-15 Single Family Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.34,,,
Plainville,R-20,R-20 Single Family Residence ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,,,
Plainville,R-40,R-40 Single Family Residence,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,,,
Plainville,RI,Restricted Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plainville,TP,Technology Park,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plymouth,C,Commerical,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plymouth,C-VILLAGE,Village Commerical,Primarily Residential,No,Special Permit,Special Permit,Prohibited,Special Permit,0.11,,,
Plymouth,I-1,I-1 Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plymouth,I-2,I-2 Industrial,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Plymouth,R-20,R-20 Residential,Primarily Residential,No,Allowed/Conditional,Special Permit,Prohibited,Special Permit,0.46,0.92,0.46,0.92
Plymouth,R-40,R-40 Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.92,,0.46,0.92
Plymouth,R-LAKE,R-Lake Residential ,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,,,
Plymouth,RBZ,Residential Business,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,0.46,,,
Pomfret,BV,Business Village,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Pomfret,CB,Commercial Business,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Pomfret,CV,Commercial Village,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Pomfret,PSR,Pomfret Street Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,4,,,
Pomfret,PSRVD,Pomfret Street Residential Village ,Mixed with Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,".5 acres with sewer, 1 acre without ",,,
Pomfret,RR,Rural Residential,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,2,,,
Pomfret,V,Village,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Pomfret,V-II,Village II,Primarily Residential,No,Allowed/Conditional,Prohibited,Prohibited,Prohibited,1,,,
Portland,B1,Designed Business,Mixed with Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,1,,,
Portland,B2,General Business,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Portland,B3,Central Business,Mixed with Residential,No,Special Permit,Special Permit,Special Permit,Special Permit,0.459136822773186,0.459136822773186,,
Portland,FH,Special Flood Hazard,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Portland,FO,Forest Neighborhood Overlay,No Residential,Yes,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Portland,FP,Flood Plain,No Residential,No,Prohibited,Prohibited,Prohibited,Prohibited,,,,
Portland,I,Industrial,Mixed with Residential,No,Special Permit,Prohibited,Prohibited,Prohibited,0.459136822773186,,,
